term	valence	score	score-socal	POS
noticeably	positive	0.2	1	adverb
uniquely	positive	0.2	1	adverb
logically	positive	0.2	1	adverb
whimsically	positive	0.2	1	adverb
readily	positive	0.2	1	adverb
fittingly	positive	0.2	1	adverb
classically	positive	0.2	1	adverb
effectively	positive	0.2	1	adverb
strikingly	positive	0.2	1	adverb
preferably	positive	0.2	1	adverb
first	positive	0.2	1	adverb
majorly	positive	0.2	1	adverb
modestly	positive	0.2	1	adverb
reasonably	positive	0.2	1	adverb
sufficiently	positive	0.2	1	adverb
electrically	positive	0.2	1	adverb
significantly	positive	0.2	1	adverb
recognizably	positive	0.2	1	adverb
substantially	positive	0.2	1	adverb
adequately	positive	0.2	1	adverb
softly	positive	0.2	1	adverb
surely	positive	0.2	1	adverb
intensely	positive	0.2	1	adverb
solidly	positive	0.2	1	adverb
immensely	positive	0.2	1	adverb
solemnly	positive	0.2	1	adverb
warmly	positive	0.2	1	adverb
relevantly	positive	0.2	1	adverb
equitably	positive	0.2	1	adverb
ably	positive	0.2	1	adverb
sure	positive	0.2	1	adverb
properly	positive	0.2	1	adverb
normally	positive	0.2	1	adverb
purely	positive	0.2	1	adverb
persuasively	positive	0.2	1	adverb
cheaply	positive	0.2	1	adverb
centrally	positive	0.2	1	adverb
distinctly	positive	0.2	1	adverb
consciously	positive	0.2	1	adverb
plausibly	positive	0.2	1	adverb
commensurately	positive	0.2	1	adverb
enough	positive	0.2	1	adverb
straight-forwardly	positive	0.2	1	adverb
comparably	positive	0.2	1	adverb
responsively	positive	0.2	1	adverb
distinctively	positive	0.2	1	adverb
quickly	positive	0.2	1	adverb
sensitively	positive	0.2	1	adverb
spontaneously	positive	0.2	1	adverb
willingly	positive	0.2	1	adverb
decently	positive	0.2	1	adverb
well	positive	0.2	1	adverb
expensively	positive	0.2	1	adverb
shrewdly	positive	0.2	1	adverb
realy	positive	0.2	1	adverb
legitimately	positive	0.2	1	adverb
infinitely	positive	0.2	1	adverb
speedily	positive	0.2	1	adverb
easy	positive	0.2	1	adverb
prominently	positive	0.2	1	adverb
preciously	positive	0.2	1	adverb
casually	positive	0.2	1	adverb
usefully	positive	0.2	1	adverb
smoothly	positive	0.2	1	adverb
flush	positive	0.2	1	adverb
gradually	positive	0.2	1	adverb
notably	positive	0.2	1	adverb
greatly	positive	0.2	1	adverb
steadily	positive	0.2	1	adverb
automatically	positive	0.2	1	adverb
quietly	positive	0.2	1	adverb
credibly	positive	0.2	1	adverb
satisfactorily	positive	0.2	1	adverb
flirtatiously	positive	0.2	1	adverb
unusually	positive	0.2	1	adverb
rightly	positive	0.2	1	adverb
globally	positive	0.2	1	adverb
respectfully	positive	0.2	1	adverb
quirkily	positive	0.2	1	adverb
independently	positive	0.2	1	adverb
hugely	positive	0.2	1	adverb
real	positive	0.2	1	adverb
realistically	positive	0.2	1	adverb
soft	positive	0.2	1	adverb
large	positive	0.2	1	adverb
fair	positive	0.2	1	adverb
uncannily	positive	0.2	1	adverb
comedically	positive	0.2	1	adverb
unconventionally	positive	0.2	1	adverb
scientifically	positive	0.2	1	adverb
unpredictably	positive	0.2	1	adverb
usual	positive	0.2	1	adverb
ready	positive	0.2	1	adverb
seductively	positive	0.2	1	adverb
cheerily	positive	0.2	1	adverb
hypnotically	positive	0.2	1	adverb
trusty	positive	0.2	1	adverb
ambitiously	positive	0.2	1	adverb
nonchalantly	positive	0.2	1	adverb
securely	positive	0.2	1	adverb
compactly	positive	0.2	1	adverb
extra	positive	0.2	1	adverb
acceptably	positive	0.2	1	adverb
economically	positive	0.2	1	adverb
functionally	positive	0.2	1	adverb
legibly	positive	0.2	1	adverb
optionally	positive	0.2	1	adverb
competitively	positive	0.2	1	adverb
noticeablely	positive	0.2	1	adverb
slickly	negative	-0.2	-1	adverb
coolly	negative	-0.2	-1	adverb
hysterically	negative	-0.2	-1	adverb
vastly	negative	-0.2	-1	adverb
flashily	negative	-0.2	-1	adverb
superficially	negative	-0.2	-1	adverb
dramatically	negative	-0.2	-1	adverb
bluntly	negative	-0.2	-1	adverb
weirdly	negative	-0.2	-1	adverb
discouragingly	negative	-0.2	-1	adverb
compulsively	negative	-0.2	-1	adverb
rarely	negative	-0.2	-1	adverb
tightly	negative	-0.2	-1	adverb
coldly	negative	-0.2	-1	adverb
marginally	negative	-0.2	-1	adverb
sharply	negative	-0.2	-1	adverb
cheesily	negative	-0.2	-1	adverb
narrowly	negative	-0.2	-1	adverb
shockingly	negative	-0.2	-1	adverb
short	negative	-0.2	-1	adverb
mind-bogglingly	negative	-0.2	-1	adverb
plainly	negative	-0.2	-1	adverb
disconcertingly	negative	-0.2	-1	adverb
dimly	negative	-0.2	-1	adverb
severely	negative	-0.2	-1	adverb
loosely	negative	-0.2	-1	adverb
outrageously	negative	-0.2	-1	adverb
unevenly	negative	-0.2	-1	adverb
heavy	negative	-0.2	-1	adverb
hard	negative	-0.2	-1	adverb
inevitably	negative	-0.2	-1	adverb
nervously	negative	-0.2	-1	adverb
commercially	negative	-0.2	-1	adverb
hesitantly	negative	-0.2	-1	adverb
little	negative	-0.2	-1	adverb
remotely	negative	-0.2	-1	adverb
wildly	negative	-0.2	-1	adverb
wistfully	negative	-0.2	-1	adverb
fantastically	negative	-0.2	-1	adverb
endlessly	negative	-0.2	-1	adverb
idly	negative	-0.2	-1	adverb
negatively	negative	-0.2	-1	adverb
minimally	negative	-0.2	-1	adverb
extremely	negative	-0.2	-1	adverb
protectively	negative	-0.2	-1	adverb
mischievously	negative	-0.2	-1	adverb
tersely	negative	-0.2	-1	adverb
reluctantly	negative	-0.2	-1	adverb
slowly	negative	-0.2	-1	adverb
unnecessarily	negative	-0.2	-1	adverb
slyly	negative	-0.2	-1	adverb
transparently	negative	-0.2	-1	adverb
madly	negative	-0.2	-1	adverb
emotionally	negative	-0.2	-1	adverb
uneasily	negative	-0.2	-1	adverb
scarcely	negative	-0.2	-1	adverb
roughly	negative	-0.2	-1	adverb
choppily	negative	-0.2	-1	adverb
inconsistently	negative	-0.2	-1	adverb
heavily	negative	-0.2	-1	adverb
restlessly	negative	-0.2	-1	adverb
complexly	negative	-0.2	-1	adverb
oddly	negative	-0.2	-1	adverb
conventionally	negative	-0.2	-1	adverb
peculiarly	negative	-0.2	-1	adverb
stereotypically	negative	-0.2	-1	adverb
off-topic	negative	-0.2	-1	adverb
trendily	negative	-0.2	-1	adverb
long	negative	-0.2	-1	adverb
clinically	negative	-0.2	-1	adverb
cautiously	negative	-0.2	-1	adverb
politically	negative	-0.2	-1	adverb
religiously	negative	-0.2	-1	adverb
difficultly	negative	-0.2	-1	adverb
radically	negative	-0.2	-1	adverb
falsely	negative	-0.2	-1	adverb
repetitiously	negative	-0.2	-1	adverb
eerily	negative	-0.2	-1	adverb
uninterestingly	negative	-0.2	-1	adverb
faintly	negative	-0.2	-1	adverb
redundantly	negative	-0.2	-1	adverb
darkly	negative	-0.2	-1	adverb
cryptically	negative	-0.2	-1	adverb
loose	negative	-0.2	-1	adverb
artificially	negative	-0.2	-1	adverb
campily	negative	-0.2	-1	adverb
sporadically	negative	-0.2	-1	adverb
simplistically	negative	-0.2	-1	adverb
starkly	negative	-0.2	-1	adverb
apologetically	negative	-0.2	-1	adverb
inextricably	negative	-0.2	-1	adverb
flamboyantly	negative	-0.2	-1	adverb
idealistically	negative	-0.2	-1	adverb
incredulously	negative	-0.2	-1	adverb
plain	negative	-0.2	-1	adverb
cheap	negative	-0.2	-1	adverb
haplessly	negative	-0.2	-1	adverb
slow	negative	-0.2	-1	adverb
late	negative	-0.2	-1	adverb
persistently	negative	-0.2	-1	adverb
incompletely	negative	-0.2	-1	adverb
temperamentally	negative	-0.2	-1	adverb
ironically	negative	-0.2	-1	adverb
strangely	negative	-0.2	-1	adverb
blindingly	negative	-0.2	-1	adverb
defiantly	negative	-0.2	-1	adverb
unclearly	negative	-0.2	-1	adverb
dark	negative	-0.2	-1	adverb
natively	negative	-0.2	-1	adverb
irregularly	negative	-0.2	-1	adverb
unrealistically	negative	-0.2	-1	adverb
gratuitously	negative	-0.4	-2	adverb
cooly	negative	-0.4	-2	adverb
thankfully	negative	-0.4	-2	adverb
unreasonably	negative	-0.4	-2	adverb
repetitively	negative	-0.4	-2	adverb
inappropriately	negative	-0.4	-2	adverb
inexplicably	negative	-0.4	-2	adverb
needlessly	negative	-0.4	-2	adverb
brashly	negative	-0.4	-2	adverb
poorly	negative	-0.4	-2	adverb
relentlessly	negative	-0.4	-2	adverb
uncomfortably	negative	-0.4	-2	adverb
lazily	negative	-0.4	-2	adverb
noisily	negative	-0.4	-2	adverb
merely	negative	-0.4	-2	adverb
gravely	negative	-0.4	-2	adverb
fiercely	negative	-0.4	-2	adverb
infamously	negative	-0.4	-2	adverb
coarsely	negative	-0.4	-2	adverb
indifferently	negative	-0.4	-2	adverb
nakedly	negative	-0.4	-2	adverb
clumsily	negative	-0.4	-2	adverb
tepidly	negative	-0.4	-2	adverb
illogically	negative	-0.4	-2	adverb
mindnumbingly	negative	-0.4	-2	adverb
amateurishly	negative	-0.4	-2	adverb
laughably	negative	-0.4	-2	adverb
clunkily	negative	-0.4	-2	adverb
ungloriously	negative	-0.4	-2	adverb
wrongfully	negative	-0.4	-2	adverb
impossibly	negative	-0.4	-2	adverb
mistakenly	negative	-0.4	-2	adverb
sadly	negative	-0.4	-2	adverb
allegedly	negative	-0.4	-2	adverb
predictably	negative	-0.4	-2	adverb
flatly	negative	-0.4	-2	adverb
guiltily	negative	-0.4	-2	adverb
maddeningly	negative	-0.4	-2	adverb
convolutedly	negative	-0.4	-2	adverb
sluggishly	negative	-0.4	-2	adverb
unwillingly	negative	-0.4	-2	adverb
incessantly	negative	-0.4	-2	adverb
unjustly	negative	-0.4	-2	adverb
foolishly	negative	-0.4	-2	adverb
unfortunately	negative	-0.4	-2	adverb
anxiously	negative	-0.4	-2	adverb
sappily	negative	-0.4	-2	adverb
thanklessly	negative	-0.4	-2	adverb
unfairly	negative	-0.4	-2	adverb
sorely	negative	-0.4	-2	adverb
icily	negative	-0.4	-2	adverb
harshly	negative	-0.4	-2	adverb
barely	negative	-0.4	-2	adverb
ineptly	negative	-0.4	-2	adverb
loudly	negative	-0.4	-2	adverb
lustfully	negative	-0.4	-2	adverb
evasively	negative	-0.4	-2	adverb
tiresomely	negative	-0.4	-2	adverb
apprehensively	negative	-0.4	-2	adverb
hardly	negative	-0.4	-2	adverb
vaguely	negative	-0.4	-2	adverb
unconvincingly	negative	-0.4	-2	adverb
impatiently	negative	-0.4	-2	adverb
inaccurately	negative	-0.4	-2	adverb
unfortunatly	negative	-0.4	-2	adverb
violently	negative	-0.4	-2	adverb
excessively	negative	-0.4	-2	adverb
unintelligently	negative	-0.4	-2	adverb
incorrectly	negative	-0.4	-2	adverb
sketchily	negative	-0.4	-2	adverb
blandly	negative	-0.4	-2	adverb
jealously	negative	-0.4	-2	adverb
weakly	negative	-0.4	-2	adverb
offensively	negative	-0.4	-2	adverb
arbitrarily	negative	-0.4	-2	adverb
unrelentingly	negative	-0.4	-2	adverb
dully	negative	-0.4	-2	adverb
desperately	negative	-0.4	-2	adverb
thoughtlessly	negative	-0.4	-2	adverb
regretfully	negative	-0.4	-2	adverb
overly	negative	-0.4	-2	adverb
unsuccessfully	negative	-0.4	-2	adverb
shakily	negative	-0.4	-2	adverb
lamely	negative	-0.4	-2	adverb
woodenly	negative	-0.4	-2	adverb
uncontrollably	negative	-0.4	-2	adverb
strictly	negative	-0.4	-2	adverb
desperatly	negative	-0.4	-2	adverb
toughly	negative	-0.4	-2	adverb
confusingly	negative	-0.4	-2	adverb
unimaginatively	negative	-0.4	-2	adverb
adversely	negative	-0.4	-2	adverb
messily	negative	-0.4	-2	adverb
suspiciously	negative	-0.4	-2	adverb
illegally	negative	-0.4	-2	adverb
wrongly	negative	-0.4	-2	adverb
overwhelmingly	negative	-0.4	-2	adverb
sheepishly	negative	-0.4	-2	adverb
mindlessly	negative	-0.4	-2	adverb
['d|would]_rather	negative	-0.4	-2	adverb
generic	negative	-0.4	-2	adverb
acutely	negative	-0.4	-2	adverb
geeky	negative	-0.4	-2	adverb
unsettlingly	negative	-0.4	-2	adverb
sullenly	negative	-0.4	-2	adverb
loud	negative	-0.4	-2	adverb
morosely	negative	-0.4	-2	adverb
depressingly	negative	-0.4	-2	adverb
incomprehensibly	negative	-0.4	-2	adverb
catatonically	negative	-0.4	-2	adverb
one-dimensionally	negative	-0.4	-2	adverb
ill	negative	-0.4	-2	adverb
generically	negative	-0.4	-2	adverb
unappealing	negative	-0.4	-2	adverb
stubbornly	negative	-0.4	-2	adverb
painstakingly	negative	-0.4	-2	adverb
unfavorably	negative	-0.4	-2	adverb
haphazardly	negative	-0.4	-2	adverb
cheekily	negative	-0.4	-2	adverb
gloomily	negative	-0.4	-2	adverb
sloppily	negative	-0.4	-2	adverb
insanely	negative	-0.4	-2	adverb
ridiculously	negative	-0.4	-2	adverb
drunkenly	negative	-0.4	-2	adverb
impulsively	negative	-0.4	-2	adverb
awkwardly	negative	-0.4	-2	adverb
vacuously	negative	-0.4	-2	adverb
greedily	negative	-0.4	-2	adverb
naively	negative	-0.4	-2	adverb
sinfully	negative	-0.6	-3	adverb
interminably	negative	-0.6	-3	adverb
monstrously	negative	-0.6	-3	adverb
deviously	negative	-0.6	-3	adverb
aggressively	negative	-0.6	-3	adverb
cynically	negative	-0.6	-3	adverb
angrily	negative	-0.6	-3	adverb
unpleasantly	negative	-0.6	-3	adverb
terminally	negative	-0.6	-3	adverb
grimly	negative	-0.6	-3	adverb
trashily	negative	-0.6	-3	adverb
obnoxiously	negative	-0.6	-3	adverb
brazenly	negative	-0.6	-3	adverb
creepily	negative	-0.6	-3	adverb
rudely	negative	-0.6	-3	adverb
terrifyingly	negative	-0.6	-3	adverb
incompetently	negative	-0.6	-3	adverb
too	negative	-0.6	-3	adverb
blindly	negative	-0.6	-3	adverb
hopelessly	negative	-0.6	-3	adverb
mind-numbingly	negative	-0.6	-3	adverb
pretentiously	negative	-0.6	-3	adverb
savagely	negative	-0.6	-3	adverb
disappointingly	negative	-0.6	-3	adverb
absurdly	negative	-0.6	-3	adverb
heavy-handedly	negative	-0.6	-3	adverb
tediously	negative	-0.6	-3	adverb
densely	negative	-0.6	-3	adverb
menacingly	negative	-0.6	-3	adverb
b-movie	negative	-0.6	-3	adverb
dangerously	negative	-0.6	-3	adverb
ominously	negative	-0.6	-3	adverb
unforgivingly	negative	-0.6	-3	adverb
grossly	negative	-0.6	-3	adverb
rabidly	negative	-0.6	-3	adverb
hauntingly	negative	-0.6	-3	adverb
fearsomely	negative	-0.6	-3	adverb
unhappily	negative	-0.6	-3	adverb
disturbingly	negative	-0.6	-3	adverb
boringly	negative	-0.6	-3	adverb
shamelessly	negative	-0.6	-3	adverb
shrilly	negative	-0.6	-3	adverb
bleakly	negative	-0.6	-3	adverb
blatantly	negative	-0.6	-3	adverb
selfishly	negative	-0.6	-3	adverb
badly	negative	-0.6	-3	adverb
bizarrely	negative	-0.6	-3	adverb
graphically	negative	-0.6	-3	adverb
tragically	negative	-0.6	-3	adverb
problematically	negative	-0.6	-3	adverb
chronically	negative	-0.6	-3	adverb
dead	negative	-0.6	-3	adverb
annoyingly	negative	-0.6	-3	adverb
irritatingly	negative	-0.6	-3	adverb
anally	negative	-0.6	-3	adverb
fatally	negative	-0.6	-3	adverb
senselessly	negative	-0.6	-3	adverb
arrogantly	negative	-0.6	-3	adverb
shamefully	negative	-0.6	-3	adverb
bad	negative	-0.6	-3	adverb
ludicrously	negative	-0.8	-4	adverb
unbearably	negative	-0.8	-4	adverb
inexcusably	negative	-0.8	-4	adverb
diabolically	negative	-0.8	-4	adverb
unwatchably	negative	-0.8	-4	adverb
write-off	negative	-0.8	-4	adverb
perversely	negative	-0.8	-4	adverb
stupidly	negative	-0.8	-4	adverb
unacceptably	negative	-0.8	-4	adverb
criminally	negative	-0.8	-4	adverb
cruelly	negative	-0.8	-4	adverb
preposterously	negative	-0.8	-4	adverb
painfully	negative	-0.8	-4	adverb
notoriously	negative	-0.8	-4	adverb
inanely	negative	-0.8	-4	adverb
pathetically	negative	-0.8	-4	adverb
obscenely	negative	-0.8	-4	adverb
pointlessly	negative	-0.8	-4	adverb
pitifully	negative	-0.8	-4	adverb
lifelessly	negative	-0.8	-4	adverb
insultingly	negative	-0.8	-4	adverb
maliciously	negative	-0.8	-4	adverb
psychotically	negative	-0.8	-4	adverb
revoltingly	negative	-0.8	-4	adverb
pathologically	negative	-0.8	-4	adverb
exploitatively	negative	-0.8	-4	adverb
idiotically	negative	-0.8	-4	adverb
horrendously	negative	-1	-5	adverb
agonizingly	negative	-1	-5	adverb
unforgivably	negative	-1	-5	adverb
disasterously	negative	-1	-5	adverb
dreadfully	negative	-1	-5	adverb
sickeningly	negative	-1	-5	adverb
terribly	negative	-1	-5	adverb
brutally	negative	-1	-5	adverb
awfully	negative	-1	-5	adverb
appallingly	negative	-1	-5	adverb
miserably	negative	-1	-5	adverb
horribly	negative	-1	-5	adverb
horrifyingly	negative	-1	-5	adverb
wickedly	negative	-1	-5	adverb
repulsively	negative	-1	-5	adverb
drearily	negative	-1	-5	adverb
atrociously	negative	-1	-5	adverb
hideously	negative	-1	-5	adverb
dismally	negative	-1	-5	adverb
grotesquely	negative	-1	-5	adverb
grievously	negative	-1	-5	adverb
viciously	negative	-1	-5	adverb
disgustingly	negative	-1	-5	adverb
excruciatingly	negative	-1	-5	adverb
horrifically	negative	-1	-5	adverb
atrocious	negative	-1	-5	adverb
awful	negative	-1	-5	adverb
nastily	negative	-1	-5	adverb
attentively	positive	0.4	2	adverb
briefly	negative	-0.2	-1	adverb
lonely	negative	-0.2	-1	adverb
streetwise	positive	0.2	1	adverb
sly	negative	-0.2	-1	adverb
vitally	positive	0.2	1	adverb
mind-blowingly	positive	0.4	2	adverb
melodramatically	negative	-0.4	-2	adverb
immaculately	positive	1	5	adverb
nasally	negative	-0.2	-1	adverb
skilfully	positive	0.4	2	adverb
heartbreakingly	negative	-0.4	-2	adverb
fraudulently	negative	-0.6	-3	adverb
spotlessly	positive	0.8	4	adverb
sparsely	negative	-0.2	-1	adverb
merrily	positive	0.4	2	adverb
beautifuly	positive	0.8	4	adverb
ornately	positive	0.4	2	adverb
prettily	positive	0.4	2	adverb
dynamically	positive	0.4	2	adverb
shoddily	negative	-0.6	-3	adverb
insufficiently	negative	-0.2	-1	adverb
sportily	positive	0.4	2	adverb
disjointedly	negative	-0.4	-2	adverb
righteously	negative	-0.4	-2	adverb
charitably	positive	0.2	1	adverb
diligently	positive	0.4	2	adverb
sub-plot	negative	-0.4	-2	adverb
straightforwardly	positive	0.2	1	adverb
crookedly	negative	-0.2	-1	adverb
temptingly	positive	0.2	1	adverb
judiciously	positive	0.4	2	adverb
pricey	negative	-0.2	-1	adverb
prohibitively	negative	-0.6	-3	adverb
blankly	negative	-0.2	-1	adverb
scenically	positive	0.8	4	adverb
ceremonially	positive	0.2	1	adverb
surreally	negative	-0.2	-1	adverb
award-winning	positive	1	5	adverb
fascinatingly	positive	1	5	adverb
frustratingly	negative	-0.4	-2	adverb
fun	positive	0.6	3	adverb
intermittently	negative	-0.2	-1	adverb
kindly	positive	0.4	2	adverb
vigorously	positive	0.4	2	adverb
eloquently	positive	0.6	3	adverb
freakishly	negative	-0.6	-3	adverb
frighteningly	negative	-0.2	-1	adverb
just	positive	0.2	1	adverb
stirringly	positive	0.4	2	adverb
ethically	positive	0.2	1	adverb
soundly	positive	0.2	1	adverb
recklessly	negative	-0.4	-2	adverb
slightly	negative	-0.2	-1	adverb
unbelievably	negative	-0.4	-2	adverb
fiendishly	negative	-0.6	-3	adverb
wryly	positive	0.2	1	adverb
woefully	negative	-0.8	-4	adverb
nimbly	positive	0.2	1	adverb
rousingly	positive	0.6	3	adverb
joyfully	positive	0.8	4	adverb
disgustedly	negative	-0.6	-3	adverb
mercilessly	negative	-0.6	-3	adverb
justly	positive	0.2	1	adverb
graciously	positive	0.4	2	adverb
luxuriantly	positive	0.6	3	adverb
blissfully	positive	0.8	4	adverb
historically	positive	0.2	1	adverb
curtly	negative	-0.2	-1	adverb
languidly	negative	-0.2	-1	adverb
halfheartedly	negative	-0.2	-1	adverb
swiftly	positive	0.2	1	adverb
dauntingly	negative	-0.4	-2	adverb
groundbreakingly	positive	0.6	3	adverb
astray	negative	-0.2	-1	adverb
bitterly	negative	-0.4	-2	adverb
obsessively	negative	-0.6	-3	adverb
helplessly	negative	-0.6	-3	adverb
insincerely	negative	-0.4	-2	adverb
deservedly	positive	0.2	1	adverb
furiously	negative	-0.8	-4	adverb
inexorably	negative	-0.4	-2	adverb
inelegantly	negative	-0.2	-1	adverb
movingly	positive	0.6	3	adverb
serenely	positive	0.2	1	adverb
excitedly	positive	0.6	3	adverb
benignly	positive	0.2	1	adverb
aimlessly	negative	-0.2	-1	adverb
bewildering	negative	-0.4	-2	adverb
scathingly	negative	-0.8	-4	adverb
hastily	negative	-0.4	-2	adverb
moderately	positive	0.2	1	adverb
crudely	negative	-0.4	-2	adverb
stupendously	positive	1	5	adverb
pridefully	negative	-0.2	-1	adverb
soothingly	positive	0.2	1	adverb
feebly	negative	-0.4	-2	adverb
majestically	positive	0.8	4	adverb
insidiously	negative	-0.8	-4	adverb
distractingly	negative	-0.2	-1	adverb
murkily	negative	-0.2	-1	adverb
boastfully	negative	-0.2	-1	adverb
eminently	positive	0.8	4	adverb
unwisely	negative	-0.4	-2	adverb
tenaciously	positive	0.6	3	adverb
gratingly	negative	-0.4	-2	adverb
harmlessly	positive	0.2	1	adverb
vainly	negative	-0.4	-2	adverb
laconically	negative	-0.2	-1	adverb
dejectedly	negative	-0.4	-2	adverb
profitably	positive	0.2	1	adverb
bewilderingly	negative	-0.4	-2	adverb
distressingly	negative	-0.6	-3	adverb
nauseatingly	negative	-0.6	-3	adverb
capriciously	negative	-0.4	-2	adverb
fanatically	negative	-0.6	-3	adverb
carelessly	negative	-0.2	-1	adverb
abysmally	negative	-0.8	-4	adverb
sustainably	positive	0.4	2	adverb
contemptuously	negative	-0.6	-3	adverb
glumly	negative	-0.4	-2	adverb
erratically	negative	-0.2	-1	adverb
thriftily	positive	0.2	1	adverb
torturously	negative	-0.8	-4	adverb
exorbitantly	negative	-0.8	-4	adverb
smugly	negative	-0.4	-2	adverb
improperly	negative	-0.2	-1	adverb
detrimentally	negative	-0.4	-2	adverb
painlessly	positive	0.2	1	adverb
erroneously	negative	-0.2	-1	adverb
sneakily	negative	-0.2	-1	adverb
epically	positive	0.8	4	adverb
masterpiece	positive	1	5	noun
perfection	positive	1	5	noun
classic	positive	0.8	4	noun
mastery	positive	0.8	4	noun
wonder	positive	0.8	4	noun
zenith	positive	0.8	4	noun
beauty	positive	0.8	4	noun
bliss	positive	0.8	4	noun
brilliance	positive	0.8	4	noun
culmination	positive	0.8	4	noun
ecstasy	positive	0.8	4	noun
excellence	positive	0.8	4	noun
exhilaration	positive	0.8	4	noun
genius	positive	0.8	4	noun
magnificence	positive	0.8	4	noun
tour-de-force	positive	0.8	4	noun
pinnacle	positive	0.8	4	noun
revelation	positive	0.8	4	noun
jubilation	positive	0.8	4	noun
euphoria	positive	0.8	4	noun
elation	positive	0.6	3	noun
stud	positive	0.6	3	noun
angel	positive	0.6	3	noun
freshness	positive	0.6	3	noun
gaiety	positive	0.6	3	noun
heroism	positive	0.6	3	noun
honor	positive	0.6	3	noun
intelligence	positive	0.6	3	noun
love	positive	0.6	3	noun
profoundness	positive	0.6	3	noun
thoughtfulness	positive	0.6	3	noun
valor	positive	0.6	3	noun
wisdom	positive	0.6	3	noun
accomplishment	positive	0.6	3	noun
allure	positive	0.6	3	noun
affection	positive	0.6	3	noun
admiration	positive	0.6	3	noun
achievement	positive	0.6	3	noun
asset	positive	0.6	3	noun
awe	positive	0.6	3	noun
benefit	positive	0.6	3	noun
boldness	positive	0.6	3	noun
bounty	positive	0.6	3	noun
bravery	positive	0.6	3	noun
brightness	positive	0.6	3	noun
champion	positive	0.6	3	noun
charisma	positive	0.6	3	noun
charm	positive	0.6	3	noun
cheer	positive	0.6	3	noun
commendation	positive	0.6	3	noun
creativity	positive	0.6	3	noun
dedication	positive	0.6	3	noun
delight	positive	0.6	3	noun
devotion	positive	0.6	3	noun
divinity	positive	0.6	3	noun
elation	positive	0.6	3	noun
eminence	positive	0.6	3	noun
enchantment	positive	0.6	3	noun
enjoyment	positive	0.6	3	noun
exuberance	positive	0.6	3	noun
exultation	positive	0.6	3	noun
faithfulness	positive	0.6	3	noun
fascination	positive	0.6	3	noun
favorite	positive	0.6	3	noun
fulfillment	positive	0.6	3	noun
fun	positive	0.6	3	noun
glee	positive	0.6	3	noun
glory	positive	0.6	3	noun
grace	positive	0.6	3	noun
greatness	positive	0.6	3	noun
gusto	positive	0.6	3	noun
heaven	positive	0.6	3	noun
humanity	positive	0.6	3	noun
ingenuity	positive	0.6	3	noun
insight	positive	0.6	3	noun
inspiration	positive	0.6	3	noun
joy	positive	0.6	3	noun
loveliness	positive	0.6	3	noun
majesty	positive	0.6	3	noun
marvel	positive	0.6	3	noun
milestone	positive	0.6	3	noun
nobility	positive	0.6	3	noun
originality	positive	0.6	3	noun
panache	positive	0.6	3	noun
pleasure	positive	0.6	3	noun
potency	positive	0.6	3	noun
prowess	positive	0.6	3	noun
radiance	positive	0.6	3	noun
rapture	positive	0.6	3	noun
redeem	positive	0.6	3	noun
renaissance	positive	0.6	3	noun
resourcefulness	positive	0.6	3	noun
respect	positive	0.6	3	noun
restoration	positive	0.6	3	noun
reverence	positive	0.6	3	noun
richness	positive	0.6	3	noun
saint	positive	0.6	3	noun
self-respect	positive	0.6	3	noun
serenity	positive	0.6	3	noun
sincerity	positive	0.6	3	noun
splendor	positive	0.6	3	noun
success	positive	0.6	3	noun
sweetness	positive	0.6	3	noun
talent	positive	0.6	3	noun
thrill	positive	0.6	3	noun
triumph	positive	0.6	3	noun
trustworthiness	positive	0.6	3	noun
value	positive	0.6	3	noun
versatility	positive	0.6	3	noun
visionary	positive	0.6	3	noun
zest	positive	0.6	3	noun
merit	positive	0.6	3	noun
cornucopia	positive	0.6	3	noun
honour	positive	0.6	3	noun
epic	positive	0.6	3	noun
renown	positive	0.6	3	noun
hilarity	positive	0.6	3	noun
hilariousness	positive	0.6	3	noun
gumption	positive	0.6	3	noun
delightfulness	positive	0.6	3	noun
awesomeness	positive	0.6	3	noun
acumen	positive	0.6	3	noun
quality	positive	0.4	2	noun
aptitude	positive	0.4	2	noun
chivalry	positive	0.4	2	noun
friend	positive	0.4	2	noun
expert	positive	0.4	2	noun
mercy	positive	0.4	2	noun
moral	positive	0.4	2	noun
affirmation	positive	0.4	2	noun
adventure	positive	0.4	2	noun
advantage	positive	0.4	2	noun
advancement	positive	0.4	2	noun
abundance	positive	0.4	2	noun
appreciation	positive	0.4	2	noun
attraction	positive	0.4	2	noun
authenticity	positive	0.4	2	noun
bargain	positive	0.4	2	noun
blockbuster	positive	0.4	2	noun
bonus	positive	0.4	2	noun
boom	positive	0.4	2	noun
boost	positive	0.4	2	noun
candor	positive	0.4	2	noun
care	positive	0.4	2	noun
capability	positive	0.4	2	noun
charity	positive	0.4	2	noun
civility	positive	0.4	2	noun
cooperation	positive	0.4	2	noun
coordination	positive	0.4	2	noun
cohesion	positive	0.4	2	noun
collaboration	positive	0.4	2	noun
commemoration	positive	0.4	2	noun
commitment	positive	0.4	2	noun
compassion	positive	0.4	2	noun
competence	positive	0.4	2	noun
compliment	positive	0.4	2	noun
confidence	positive	0.4	2	noun
congratulation	positive	0.4	2	noun
conquest	positive	0.4	2	noun
conscience	positive	0.4	2	noun
consistency	positive	0.4	2	noun
contentment	positive	0.4	2	noun
continuity	positive	0.4	2	noun
